customerID,customerType,riskLevel,investmentCapacity,lastQuestionnaireDate,timestamp,is_risk_predicted,is_capacity_predicted,snapshot_asof_date
003CBF78D1FEC5C82D3F,Mass,Conservative,CAP_LT30K,2018-05-22,2018-01-02,False,False,2021-01-01
003E7F47F258AAD9B6B2,Mass,Income,CAP_30K_80K,2022-08-04,2018-01-02,False,False,2021-01-01
003F1A4138030CF429A4,Mass,Conservative,CAP_LT30K,2022-04-28,2018-01-02,False,False,2021-01-01
0047348122DF4782587F,Mass,Balanced,CAP_LT30K,2019-01-08,2020-05-20,False,False,2021-01-01
0047C2E9C1DB954967D4,Mass,Income,CAP_LT30K,2022-11-14,2018-01-02,False,False,2021-01-01
0047E9FE559CF0E111E7,Mass,Income,CAP_LT30K,2018-11-27,2018-01-02,False,False,2021-01-01
00485E4798EF9E51BC91,Mass,Income,CAP_LT30K,2021-04-23,2020-05-19,False,False,2021-01-01
00496F70796C5E6737CC,Mass,Income,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
004B2380D8EF9E2284FC,Mass,Balanced,CAP_80K_300K,2000-01-01,2020-10-01,True,True,2021-01-01
004F433D4BD5A33BB796,Mass,Conservative,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
00512C17D0E7D1C8D5DF,Mass,Income,CAP_LT30K,2021-08-27,2018-01-02,False,False,2021-01-01
00523D5E7518C6165B32,Mass,Income,CAP_LT30K,2020-03-25,2020-03-26,False,False,2021-01-01
0059B0203C883553A892,Premium,Balanced,CAP_80K_300K,2021-11-04,2018-01-02,False,False,2021-01-01
0069D59E30C92A4C1981,Mass,Income,CAP_LT30K,2018-01-04,2020-06-25,False,False,2021-01-01
006FC7037E64812976E9,Premium,Balanced,CAP_LT30K,2000-01-01,2020-01-15,True,True,2021-01-01
0071692748B0D90DBD06,Mass,Income,CAP_LT30K,2022-03-10,2018-01-02,False,False,2021-01-01
0071DB95436D93304175,Mass,Conservative,CAP_30K_80K,2000-01-01,2020-03-20,True,True,2021-01-01
0072F6F36377784DBF24,Mass,Income,CAP_LT30K,2020-02-24,2020-02-27,False,False,2021-01-01
0074F23D1B45DF2A70DF,Premium,Aggressive,CAP_80K_300K,2019-01-31,2018-01-02,False,False,2021-01-01
00764C951554779C1A1D,Premium,Balanced,CAP_80K_300K,2000-01-01,2018-01-02,True,True,2021-01-01
0076F5B3677A3E8CBAC2,Mass,Aggressive,CAP_LT30K,2018-01-24,2020-04-16,False,False,2021-01-01
007B7270E95262A0B1C1,Mass,Income,CAP_80K_300K,2018-01-29,2018-01-02,False,False,2021-01-01
007BA955126BCE1FEFE7,Mass,Balanced,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
007BB70A34D8520E3721,Premium,Aggressive,CAP_LT30K,2020-07-28,2020-07-28,False,False,2021-01-01
0080AB2CB7D1D18FD7F5,Mass,Balanced,CAP_LT30K,2019-11-07,2018-01-02,False,False,2021-01-01
008190D73F2BDD811F4D,Mass,Income,CAP_LT30K,2022-02-09,2018-01-02,False,False,2021-01-01
008D1DB09E52001D9A01,Mass,Income,CAP_30K_80K,2021-11-02,2018-01-02,False,False,2021-01-01
008FC70295E0AF33FEC4,Mass,Aggressive,CAP_30K_80K,2018-10-03,2018-01-02,False,False,2021-01-01
00912CAC4D081306A945,Premium,Aggressive,CAP_80K_300K,2022-02-10,2020-12-23,False,False,2021-01-01
00971135C80E0B05F871,Mass,Balanced,CAP_LT30K,2018-06-15,2018-06-15,False,False,2021-01-01
009B99EFA8EBD7BE7E7C,Mass,Aggressive,CAP_LT30K,2022-03-10,2018-01-02,False,False,2021-01-01
009CA35EE2B6F4917C36,Mass,Conservative,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
00A23AB2B308D3FFB189,Mass,Income,CAP_LT30K,2019-10-16,2018-03-27,False,False,2021-01-01
00A263F24D88B0B6018C,Mass,Income,CAP_LT30K,2000-01-01,2000-01-01,True,True,2021-01-01
00A81AF0E919436934D5,Mass,Balanced,CAP_LT30K,2022-09-26,2018-01-02,False,False,2021-01-01
00A8BE99F1B64F66CA98,Mass,Conservative,CAP_LT30K,2022-09-16,2018-01-02,False,False,2021-01-01
00A93CDDB66C46D25015,Premium,Income,CAP_30K_80K,2022-10-18,2018-01-02,False,False,2021-01-01
00A98B13B0C50133B5B2,Mass,Conservative,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
00AC9C3201CAA03E5CE8,Mass,Conservative,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
00B37E8DF5374D708A33,Mass,Income,CAP_30K_80K,2000-01-01,2018-01-02,True,True,2021-01-01
00B9476F2ADC2F8E294D,Premium,Income,CAP_80K_300K,2020-06-30,2020-10-23,False,False,2021-01-01
00B9676E5F946F9F7364,Mass,Balanced,CAP_30K_80K,2020-02-19,2020-02-26,False,False,2021-01-01
00B99F5DBADBA18F7637,Premium,Income,CAP_30K_80K,2019-04-17,2020-03-09,False,False,2021-01-01
00BC179719A8769A813D,Mass,Conservative,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
00BF6E75C7F29D477D95,Mass,Income,CAP_LT30K,2018-01-31,2018-01-02,False,False,2021-01-01
00C1535F09F1168A72CA,Mass,Conservative,CAP_LT30K,2021-12-02,2018-01-02,False,False,2021-01-01
00C2BBB0763EB1630A12,Premium,Aggressive,CAP_30K_80K,2020-07-01,2020-10-23,False,False,2021-01-01
00C2DE371B2C998F68E8,Premium,Income,CAP_LT30K,2020-07-01,2018-01-02,False,False,2021-01-01
00C882AAE56555269995,Mass,Balanced,CAP_LT30K,2020-03-04,2018-01-02,False,False,2021-01-01
00C9F9FB6559137EB95C,Mass,Income,CAP_LT30K,2018-01-12,2018-01-02,False,False,2021-01-01
00CA0D084592657D0127,Premium,Aggressive,CAP_30K_80K,2018-05-25,2020-02-27,False,False,2021-01-01
00CAD20DF6904FADFB9C,Mass,Income,CAP_LT30K,2022-07-19,2018-01-02,False,False,2021-01-01
00CD0A7260DC2AFB31D4,Mass,Income,CAP_LT30K,2021-11-19,2018-01-02,False,False,2021-01-01
00D4734DA2167F78A482,Mass,Balanced,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
00D86DC39F71B450B38E,Mass,Balanced,CAP_LT30K,2019-05-24,2018-01-02,False,False,2021-01-01
00DB1702AAD686BD5258,Mass,Unknown,Unknown,2018-01-02,2018-01-02,False,False,2021-01-01
00DCB881F0D2572D4E2D,Premium,Income,CAP_LT30K,2018-07-02,2019-09-23,False,False,2021-01-01
00DE3AF7500EFDDBF57A,Mass,Conservative,CAP_LT30K,2020-06-24,2018-01-02,False,False,2021-01-01
00E2BCDADA413E1695AB,Mass,Aggressive,CAP_80K_300K,2018-05-09,2018-05-07,False,False,2021-01-01
00E31B956D704621E0A3,Mass,Conservative,CAP_LT30K,2019-03-27,2018-01-02,False,False,2021-01-01
00E739F064439EDF553F,Mass,Conservative,CAP_80K_300K,2000-01-01,2018-01-02,True,True,2021-01-01
00E86326F59A1481FC74,Mass,Income,CAP_LT30K,2019-03-14,2018-01-02,False,False,2021-01-01
00EAAC1A540348B956C6,Inactive,Income,CAP_LT30K,2018-04-24,2018-01-02,False,False,2021-01-01
00EACFE08E276F6E5574,Premium,Aggressive,CAP_80K_300K,2021-11-12,2020-01-16,False,False,2021-01-01
00ECB57F745207D11AB8,Mass,Balanced,CAP_LT30K,2019-02-20,2018-01-02,False,False,2021-01-01
00ECE569D99A346074C8,Mass,Balanced,CAP_LT30K,2022-01-20,2018-01-02,False,False,2021-01-01
00EF16CE4D5C769633AA,Mass,Income,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
00EFCCB773A34A32DA9C,Mass,Conservative,CAP_LT30K,2021-03-16,2018-01-02,False,False,2021-01-01
00F614AD312F91A60619,Premium,Balanced,CAP_LT30K,2018-03-05,2018-01-02,False,False,2021-01-01
00F8F517C43C59898444,Premium,Balanced,CAP_80K_300K,2020-02-07,2020-02-07,False,False,2021-01-01
00F9A909A1193F897CB2,Mass,Income,CAP_LT30K,2020-02-11,2020-02-12,False,False,2021-01-01
01001FC34329F0632FD2,Mass,Income,CAP_LT30K,2018-03-20,2018-01-02,False,False,2021-01-01
0105066105029C99A57F,Professional,Balanced,CAP_30K_80K,2018-07-03,2018-01-02,False,False,2021-01-01
01073DE75A9718CAF22A,Mass,Income,CAP_LT30K,2021-04-14,2018-01-02,False,False,2021-01-01
0107A68C7682BAFFDBD6,Mass,Conservative,CAP_LT30K,2019-09-23,2018-01-02,False,False,2021-01-01
01084921B87D17CE69DB,Premium,Balanced,CAP_LT30K,2021-03-18,2020-01-23,False,False,2021-01-01
010851ABF652C718CCA4,Mass,Aggressive,CAP_LT30K,2021-03-22,2018-01-02,False,False,2021-01-01
0109BB0E63F4A218BB57,Mass,Income,CAP_LT30K,2020-02-17,2020-02-19,False,False,2021-01-01
01161868F4C37D5AD952,Premium,Conservative,CAP_LT30K,2018-05-04,2020-05-20,False,False,2021-01-01
0121FCD2AC4A57F1518F,Mass,Conservative,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
0122DC07A11CCCF0F6F6,Mass,Conservative,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
01290CE20D18D1A9E98E,Mass,Income,CAP_LT30K,2022-06-22,2018-01-02,False,False,2021-01-01
0129CBBA20E263801CAC,Premium,Balanced,CAP_30K_80K,2019-09-19,2018-01-02,False,False,2021-01-01
0130A692FADC3AC195DB,Mass,Balanced,CAP_LT30K,2021-07-02,2020-10-23,False,False,2021-01-01
0139F9A0A169EA3FFE6B,Premium,Income,CAP_LT30K,2022-02-21,2018-01-02,False,False,2021-01-01
013D2348F4DBBF31476F,Mass,Conservative,CAP_LT30K,2020-12-08,2018-01-02,False,False,2021-01-01
013F449849C0325A2B62,Mass,Income,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
01413D14BEC069C20CCA,Mass,Conservative,CAP_30K_80K,2018-02-07,2020-01-22,False,False,2021-01-01
0145FF31312559D9C55D,Mass,Balanced,CAP_LT30K,2018-01-12,2020-05-19,False,False,2021-01-01
0147193F9D33F2372099,Mass,Income,CAP_LT30K,2019-02-13,2018-01-02,False,False,2021-01-01
014873A797D8395FE54F,Mass,Balanced,CAP_LT30K,2019-05-28,2019-05-28,False,False,2021-01-01
0149804312DBC4F1A6F0,Mass,Income,CAP_LT30K,2020-03-10,2020-03-10,False,False,2021-01-01
014D2ACFF2B1DDB410E6,Mass,Income,CAP_LT30K,2020-02-26,2020-02-26,False,False,2021-01-01
0150E62C0EEAFC624CE8,Mass,Income,CAP_LT30K,2020-03-20,2020-01-21,False,False,2021-01-01
0151B13256F146E3F886,Mass,Balanced,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
01563ADF571193913AB0,Mass,Income,CAP_LT30K,2020-02-12,2018-01-02,False,False,2021-01-01
0157DED53CB5B691C2DC,Premium,Income,CAP_LT30K,2020-08-07,2020-02-07,False,False,2021-01-01
01585281F924E454ED3A,Premium,Balanced,CAP_80K_300K,2021-03-19,2020-01-30,False,False,2021-01-01
01674BE1C54BB1EED238,Mass,Balanced,CAP_GT300K,2018-03-08,2020-01-14,False,False,2021-01-01
016B428B047037D1BF0D,Premium,Balanced,CAP_80K_300K,2020-06-29,2018-01-02,False,False,2021-01-01
01767AE7409B7249D322,Mass,Balanced,CAP_GT300K,2021-09-07,2018-01-02,False,False,2021-01-01
017B061E93CDB830E9DE,Professional,Balanced,CAP_LT30K,2020-03-16,2018-01-02,False,False,2021-01-01
017B3233D02BD4289928,Premium,Income,CAP_LT30K,2021-10-18,2020-10-23,False,False,2021-01-01
017B4C60E3DE9D9986CF,Premium,Aggressive,CAP_80K_300K,2021-08-20,2018-01-02,False,False,2021-01-01
017EC516759322675DB0,Mass,Income,CAP_LT30K,2018-01-09,2018-01-02,False,False,2021-01-01
017FC207446AE2137505,Mass,Income,CAP_LT30K,2022-03-04,2018-01-02,False,False,2021-01-01
0181162B40DEB4D7C284,Mass,Conservative,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
0185708AEDF77BA66312,Mass,Conservative,CAP_LT30K,2018-04-16,2018-01-02,False,False,2021-01-01
0187C716784716D1F99B,Mass,Conservative,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
0188DF4D86917792F67D,Mass,Conservative,CAP_30K_80K,2000-01-01,2018-01-02,True,True,2021-01-01
018B982B3FDE32B69856,Mass,Income,CAP_80K_300K,2000-01-01,2020-02-24,True,True,2021-01-01
0199273B827B868B4110,Mass,Income,CAP_LT30K,2018-08-20,2018-01-02,False,False,2021-01-01
019A40A46F5931127BF1,Premium,Aggressive,CAP_80K_300K,2021-07-06,2020-10-14,False,False,2021-01-01
019CF58106DC9ECA2D52,Premium,Balanced,CAP_80K_300K,2021-04-23,2018-01-02,False,False,2021-01-01
019D0A62D0BBAEBECB66,Mass,Balanced,CAP_LT30K,2019-09-10,2020-04-16,False,False,2021-01-01
019E8C01445F004822EB,Mass,Conservative,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
019F35825CA7D260B9A2,Mass,Conservative,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
01A05874D938B075450B,Mass,Balanced,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
01A4D04718CA3A597AF2,Premium,Balanced,CAP_LT30K,2018-01-08,2018-01-02,False,False,2021-01-01
01A55E2190D44FFE614D,Premium,Income,CAP_80K_300K,2018-03-07,2020-02-19,False,False,2021-01-01
01A79B5E6F4D630587BF,Mass,Unknown,Unknown,2018-01-02,2018-01-02,False,False,2021-01-01
01AAA586981F95B2D6F1,Mass,Income,CAP_LT30K,2019-04-16,2018-01-02,False,False,2021-01-01
01ADF8D0986A552D382B,Mass,Income,CAP_LT30K,2018-12-20,2018-12-20,False,False,2021-01-01
01AF623A666D08C64E21,Mass,Balanced,CAP_LT30K,2020-09-07,2018-01-02,False,False,2021-01-01
01B73BEA18C00126F929,Mass,Conservative,CAP_LT30K,2021-08-16,2018-01-02,False,False,2021-01-01
01B840E16EA0172F9735,Premium,Balanced,CAP_LT30K,2018-01-03,2018-01-02,False,False,2021-01-01
01BB9FCC409CC7E3F10B,Mass,Income,CAP_LT30K,2000-01-01,2019-11-29,True,True,2021-01-01
01BFBB0AE4E1C188B4F5,Mass,Income,CAP_80K_300K,2000-01-01,2020-12-29,True,True,2021-01-01
01C2039C40ABEA0C3A11,Mass,Balanced,CAP_LT30K,2022-01-12,2018-09-14,False,False,2021-01-01
01C3AB176F8ABB8F62CC,Mass,Income,CAP_30K_80K,2021-04-06,2019-10-11,False,False,2021-01-01
01C3BE30B96DF0A4C528,Mass,Conservative,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
01C61B6631D8483F167F,Premium,Balanced,CAP_GT300K,2018-07-02,2018-01-02,False,False,2021-01-01
01CA0E6D0D951082B9B5,Mass,Conservative,CAP_30K_80K,2019-10-15,2018-01-02,False,False,2021-01-01
01CC21F7FBED82FC1CF1,Mass,Income,CAP_LT30K,2018-08-20,2020-08-17,False,False,2021-01-01
01CF4CBADAD52FC3436E,Mass,Conservative,CAP_LT30K,2022-01-05,2018-01-02,False,False,2021-01-01
01D67A6A7724479B0D9E,Mass,Income,CAP_LT30K,2018-09-03,2018-01-02,False,False,2021-01-01
01DFE854A47B351DAC7F,Mass,Income,CAP_LT30K,2018-11-08,2018-01-02,False,False,2021-01-01
01E3E6BDC05DFA4B5049,Mass,Income,CAP_LT30K,2018-08-29,2018-01-02,False,False,2021-01-01
01E3EF6E04E86D3D6837,Mass,Conservative,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
01E59661EAA9017845F7,Mass,Conservative,CAP_30K_80K,2000-01-01,2018-01-02,True,True,2021-01-01
01EC24C39B097C41A18B,Mass,Balanced,CAP_LT30K,2020-10-15,2018-01-31,False,False,2021-01-01
01ECADA2BDDAB8A18E8D,Mass,Aggressive,CAP_30K_80K,2020-09-15,2020-09-17,False,False,2021-01-01
01ED99E3E44EB73EDBBC,Premium,Conservative,CAP_30K_80K,2000-01-01,2018-01-02,True,True,2021-01-01
01F8242C4C778195179B,Mass,Conservative,CAP_LT30K,2018-05-21,2018-01-02,False,False,2021-01-01
01F890493F227CE8574E,Mass,Balanced,CAP_LT30K,2020-03-09,2020-03-11,False,False,2021-01-01
01FAEA8B59EA37770CD4,Mass,Conservative,CAP_LT30K,2018-03-01,2018-01-02,False,False,2021-01-01
01FB544F93D7CAF80863,Mass,Income,CAP_LT30K,2019-10-07,2020-03-06,False,False,2021-01-01
01FC38AD9AB473949028,Mass,Income,CAP_LT30K,2021-03-19,2018-01-02,False,False,2021-01-01
01FC7DF82635F7FAF521,Mass,Conservative,CAP_LT30K,2018-07-09,2018-01-02,False,False,2021-01-01
01FD968E394FE484E2A1,Mass,Income,CAP_LT30K,2021-07-14,2018-01-02,False,False,2021-01-01
0200830AFAB5CA4E8DBA,Mass,Income,CAP_LT30K,2018-01-30,2018-01-30,False,False,2021-01-01
0202ADDF5875DB8180C7,Premium,Balanced,CAP_80K_300K,2020-06-29,2018-01-02,False,False,2021-01-01
020304037E6666E78131,Mass,Balanced,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
0203622547FA6B4235DD,Mass,Balanced,CAP_LT30K,2018-07-03,2018-01-02,False,False,2021-01-01
0203EEA665B7551B200C,Premium,Conservative,CAP_30K_80K,2018-03-19,2018-01-02,False,False,2021-01-01
0204961972F6311C6E1A,Mass,Conservative,CAP_LT30K,2022-02-24,2018-01-02,False,False,2021-01-01
0206631F4500D7D680AD,Premium,Income,CAP_30K_80K,2020-02-07,2020-02-07,False,False,2021-01-01
020A1236C9D1DB01A20B,Mass,Balanced,CAP_LT30K,2021-11-03,2018-01-02,False,False,2021-01-01
020ACD71778D76085CA3,Mass,Income,CAP_LT30K,2019-01-15,2018-01-02,False,False,2021-01-01
021093F6EAD92A027F65,Mass,Aggressive,CAP_80K_300K,2019-12-23,2018-01-02,False,False,2021-01-01
021162AE0E924D78E12C,Mass,Income,CAP_LT30K,2022-10-07,2018-01-02,False,False,2021-01-01
02123544F0808C5140E5,Premium,Income,CAP_LT30K,2022-03-17,2020-01-31,False,False,2021-01-01
02155A318A1395F51A73,Mass,Balanced,CAP_LT30K,2018-01-04,2018-01-04,False,False,2021-01-01
0215E336F826781CD7C4,Mass,Income,CAP_LT30K,2020-12-07,2018-01-02,False,False,2021-01-01
021686AB5F2CA2C0884A,Premium,Conservative,CAP_LT30K,2020-03-16,2018-01-02,False,False,2021-01-01
021B3964569EF416B5FC,Mass,Conservative,CAP_30K_80K,2000-01-01,2018-01-02,True,True,2021-01-01
0220DD52D90C85E2B28B,Mass,Balanced,CAP_80K_300K,2020-02-27,2020-02-27,False,False,2021-01-01
0223D7C6F3AC72E7618D,Mass,Income,CAP_LT30K,2020-02-07,2020-02-07,False,False,2021-01-01
0224BE6B1B896C06F39A,Mass,Conservative,CAP_LT30K,2019-11-13,2018-01-02,False,False,2021-01-01
0229139B93CD9C693192,Mass,Income,CAP_LT30K,2020-04-03,2018-01-02,False,False,2021-01-01
022BFC902A3B674C51DB,Mass,Balanced,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
022FD191E300271F1A63,Premium,Balanced,CAP_LT30K,2021-04-02,2020-03-13,False,False,2021-01-01
0232E38EACFF43DB2F1D,Mass,Balanced,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
0234046FA003529A33EA,Premium,Income,CAP_LT30K,2020-01-17,2018-01-02,False,False,2021-01-01
02360C18413E004DEE90,Mass,Balanced,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
023668E02ADEE3273EA0,Mass,Conservative,CAP_LT30K,2020-10-19,2018-01-02,False,False,2021-01-01
02372BD55D771496F1FD,Mass,Income,CAP_LT30K,2019-11-19,2018-01-02,False,False,2021-01-01
023C0383F68A6F335F5F,Mass,Income,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
024272FEE1F1D3366653,Mass,Conservative,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
02483979C8BBEF679B0E,Premium,Balanced,CAP_30K_80K,2018-03-29,2018-01-02,False,False,2021-01-01
02497F91E2C3834E07E6,Mass,Income,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
024B59DF72A6B08929D5,Premium,Balanced,CAP_30K_80K,2020-05-29,2020-05-29,False,False,2021-01-01
0253B28CB6BE99787ACE,Premium,Balanced,CAP_80K_300K,2021-07-24,2018-01-02,False,False,2021-01-01
025EDFEC56FE84A4146A,Mass,Aggressive,CAP_LT30K,2018-09-06,2018-01-02,False,False,2021-01-01
025EF5D04BB74FD3C9FC,Mass,Income,CAP_LT30K,2018-07-17,2018-01-02,False,False,2021-01-01
025FF3FA9249931D5B75,Premium,Balanced,CAP_80K_300K,2018-04-27,2018-01-02,False,False,2021-01-01
0261B33216E6773C1701,Mass,Income,CAP_LT30K,2021-05-11,2018-01-02,False,False,2021-01-01
0264B12E7479C1A9BECF,Mass,Income,CAP_30K_80K,2018-11-22,2020-03-12,False,False,2021-01-01
02665C16BE4097B2FA33,Premium,Aggressive,CAP_30K_80K,2018-08-01,2020-09-29,False,False,2021-01-01
02671A8F50FD4C804198,Premium,Balanced,CAP_30K_80K,2019-05-31,2018-01-02,False,False,2021-01-01
0268B3A1077A424A74AB,Mass,Income,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
026A587A1FEC2913C8BC,Mass,Income,CAP_LT30K,2020-06-12,2018-01-02,False,False,2021-01-01
026B54AC777C90F49280,Mass,Income,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
026C2093D84D21AC2788,Mass,Conservative,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
026C2285EE1F61A392A7,Mass,Income,CAP_LT30K,2021-11-04,2018-01-02,False,False,2021-01-01
02714E6E4EFB892AEFAD,Mass,Balanced,CAP_LT30K,2018-02-06,2018-01-02,False,False,2021-01-01
0275FD7804B3F7026543,Premium,Income,CAP_30K_80K,2018-03-29,2018-01-02,False,False,2021-01-01
027B85D54C1AC1D324B3,Mass,Balanced,CAP_LT30K,2019-08-01,2018-01-02,False,False,2021-01-01
027BECAF6EC64641830D,Premium,Income,CAP_80K_300K,2022-10-10,2018-01-02,False,False,2021-01-01
027CC24341EC8A2F8E35,Mass,Income,CAP_LT30K,2019-01-30,2018-01-02,False,False,2021-01-01
0286E20CB886B79039F6,Mass,Balanced,CAP_LT30K,2019-06-04,2018-01-02,False,False,2021-01-01
0287395581EBD4ABC8B2,Mass,Conservative,CAP_LT30K,2019-09-05,2018-01-02,False,False,2021-01-01
028788584BE75D36CEC1,Mass,Conservative,CAP_LT30K,2020-03-13,2020-06-12,False,False,2021-01-01
0287A6124A91D9937968,Mass,Income,CAP_LT30K,2019-04-12,2018-01-02,False,False,2021-01-01
028875658DC0F8CE31F7,Mass,Balanced,CAP_LT30K,2019-05-16,2018-01-02,False,False,2021-01-01
0288B1F618F55B5E9D94,Premium,Conservative,CAP_30K_80K,2019-02-27,2018-01-02,False,False,2021-01-01
02907645397ABAFE3DAB,Mass,Conservative,CAP_LT30K,2021-04-02,2018-01-02,False,False,2021-01-01
02973AB686C6DD5F2806,Mass,Income,CAP_LT30K,2022-01-05,2018-01-02,False,False,2021-01-01
02981183A79634CFC661,Premium,Balanced,CAP_30K_80K,2020-03-06,2020-03-06,False,False,2021-01-01
02983F7D65C5CFB4ABB4,Mass,Income,CAP_LT30K,2018-09-13,2018-01-02,False,False,2021-01-01
029A6337E30C56B68E82,Mass,Conservative,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
02A120209E7B52D8E696,Mass,Income,CAP_LT30K,2018-09-19,2018-09-19,False,False,2021-01-01
02A478F9D57B500A6ED8,Mass,Aggressive,CAP_LT30K,2022-09-19,2018-01-02,False,False,2021-01-01
02A61354123A672F2641,Premium,Conservative,CAP_30K_80K,2000-01-01,2020-10-15,True,True,2021-01-01
02A8B404E86BACA0B56E,Mass,Balanced,CAP_LT30K,2021-11-15,2018-09-14,False,False,2021-01-01
02A8CE54F5197BFB317C,Mass,Aggressive,CAP_LT30K,2021-10-26,2020-05-28,False,False,2021-01-01
02B138698725724A94A6,Mass,Balanced,CAP_LT30K,2018-11-15,2018-11-20,False,False,2021-01-01
02B68D7B99191236EE23,Premium,Income,CAP_30K_80K,2021-03-18,2018-01-02,False,False,2021-01-01
02BC661FB1DE5007782A,Mass,Balanced,CAP_LT30K,2018-10-01,2018-01-02,False,False,2021-01-01
02BCB2801120B8E7A1D1,Mass,Income,CAP_LT30K,2019-07-09,2020-02-24,False,False,2021-01-01
02C664208548CB995E73,Mass,Conservative,CAP_LT30K,2020-07-10,2018-01-02,False,False,2021-01-01
02C950BC750190868A7E,Mass,Balanced,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
02CCE104F7D27D047309,Premium,Income,CAP_80K_300K,2021-07-21,2018-01-02,False,False,2021-01-01
02CD15F0D65D6C1AA729,Mass,Conservative,CAP_LT30K,2000-01-01,2018-01-02,True,True,2021-01-01
02CE8CA56CEBED77CEF3,Mass,Balanced,CAP_LT30K,2018-01-25,2020-11-05,False,False,2021-01-01
02D0B8B4D38682D03F75,Mass,Unknown,Unknown,2018-01-02,2018-01-02,False,False,2021-01-01
