customerID,ISIN,net_units,currently_held
003F1A4138030CF429A4,GRS281003004,900.0,True
0043B3E3949F79969606,GRC4261213D5,13.0,True
0047348122DF4782587F,GRS003003035,0.0,False
0047348122DF4782587F,GRS014003032,0.0,False
0047C2E9C1DB954967D4,GRS260333000,6.0,True
0047E9FE559CF0E111E7,GRS260333000,0.0,False
00485E4798EF9E51BC91,GRS003003035,30.0,True
00485E4798EF9E51BC91,GRS014003032,937.0,True
00485E4798EF9E51BC91,GRS015003007,0.0,False
00496F70796C5E6737CC,GRF000038007,0.0,False
004B2380D8EF9E2284FC,GRF000023009,3382.48,True
004F433D4BD5A33BB796,GRF000031002,0.0,False
00512C17D0E7D1C8D5DF,GRS015003007,2.0,True
00523D5E7518C6165B32,GRS003003035,0.0,False
00523D5E7518C6165B32,GRS323003012,0.0,False
00566F6C037B47A267E3,GRS003003035,0.0,False
0059B0203C883553A892,GRF000023009,0.0,False
0059B0203C883553A892,GRF000031002,0.0,False
0059B0203C883553A892,GRS003003035,0.0,False
0059B0203C883553A892,GRS015003007,0.0,False
0059B0203C883553A892,GRS245213004,2000.0,True
0059B0203C883553A892,GRS260333000,2000.0,True
0059B0203C883553A892,GRS298343005,1000.0,True
0059B0203C883553A892,GRS310003009,3000.0000000002997,True
0059B0203C883553A892,GRS323003012,0.0,False
0059B0203C883553A892,GRS393503008,0.0,False
0059B0203C883553A892,GRS395363005,2000.0,True
0059B0203C883553A892,GRS518003009,3000.0,True
0060180740B3406DCCC9,GRC4261213D5,22.0,True
0069821E67BC1D08CF8C,GRS111003026,19.0,True
0069D59E30C92A4C1981,GRS004013009,920.0,True
006FC7037E64812976E9,GRS004013009,120.0,True
006FC7037E64812976E9,GRS496003005,10.0,True
0071692748B0D90DBD06,GRS434003000,77.0,True
0071692748B0D90DBD06,GRS518003009,77.0,True
0071DB95436D93304175,GRS003003035,0.0,False
0071DB95436D93304175,GRS014003032,10000.0,True
0071DB95436D93304175,GRS015003007,0.0,False
0072F6F36377784DBF24,GRS003003035,4500.0,True
0073333A96207D6B2B46,BE0974303357,325.0,True
0073333A96207D6B2B46,GRS191213008,1000.0,True
0074F23D1B45DF2A70DF,CY0109232112,25000.0,True
0074F23D1B45DF2A70DF,GRS045003001,1.0,True
0074F23D1B45DF2A70DF,GRS054003009,0.0,False
0074F23D1B45DF2A70DF,GRS084003011,0.0,False
0074F23D1B45DF2A70DF,GRS191213008,0.0,False
0074F23D1B45DF2A70DF,GRS208303008,0.0,False
0074F23D1B45DF2A70DF,GRS213213002,0.0,False
0074F23D1B45DF2A70DF,GRS222213001,0.0,False
0074F23D1B45DF2A70DF,GRS239003007,0.0,False
0074F23D1B45DF2A70DF,GRS281003004,0.0,False
0074F23D1B45DF2A70DF,GRS337003008,0.0,False
0074F23D1B45DF2A70DF,GRS368313003,0.0,False
0074F23D1B45DF2A70DF,GRS375183001,1332.0,True
0074F23D1B45DF2A70DF,GRS384003000,3486.0,True
0074F23D1B45DF2A70DF,GRS395363005,2975.0,True
0074F23D1B45DF2A70DF,GRS412503005,2880.0,True
0074F23D1B45DF2A70DF,GRS422003004,0.0,False
0074F23D1B45DF2A70DF,GRS428003008,2000.0,True
0074F23D1B45DF2A70DF,GRS432003028,0.0,False
0074F23D1B45DF2A70DF,GRS449003003,7300.0,True
0074F23D1B45DF2A70DF,GRS518003009,5000.0,True
00764C951554779C1A1D,GRF000030004,2.7755575615628914e-15,True
00764C951554779C1A1D,GRS434003000,220.0,True
00764C951554779C1A1D,LU0127230596,0.0,False
0076B6446F457C6D332E,GRS003003035,333.0,True
0076F5B3677A3E8CBAC2,GRS003003035,0.0,False
0076F5B3677A3E8CBAC2,GRS014003032,468.0,True
007B7270E95262A0B1C1,GRS003003035,2800.0,True
007B7270E95262A0B1C1,GRS014003032,906.0,True
007B7270E95262A0B1C1,GRS323003012,0.0,False
007BA955126BCE1FEFE7,GRS260333000,5.0,True
007BA955126BCE1FEFE7,GRS393503008,25.0,True
007BB70A34D8520E3721,GRS003003035,2000.0,True
007BB70A34D8520E3721,GRS014003032,0.0,False
007BB70A34D8520E3721,GRS015003007,8000.0,True
007BB70A34D8520E3721,GRS144003001,200.0,True
007BB70A34D8520E3721,GRS260333000,150.0,True
007BB70A34D8520E3721,GRS281003004,145.0,True
007BB70A34D8520E3721,GRS298343005,751.0,True
007BB70A34D8520E3721,GRS314003005,0.0,False
007BB70A34D8520E3721,GRS323003012,10000.0,True
007BB70A34D8520E3721,GRS343313003,0.0,False
007BB70A34D8520E3721,GRS393503008,230.0,True
007BB70A34D8520E3721,GRS426003000,400.0,True
007BB70A34D8520E3721,GRS495003006,1500.0,True
007BB70A34D8520E3721,GRS496003005,100.0,True
0080AB2CB7D1D18FD7F5,GRS260333000,0.0,False
0080AB2CB7D1D18FD7F5,GRS434003000,0.0,False
008190D73F2BDD811F4D,GRF000038007,208.289,True
0084E9FA07C24BF3F938,GRC4261213D5,5.0,True
0084E9FA07C24BF3F938,GRF000037009,2540.327,True
0084E9FA07C24BF3F938,GRF000038007,6217.745,True
008A6870444C4E39B4C9,GRS003003035,500.0,True
008A6870444C4E39B4C9,GRS260333000,100.0,True
008A6870444C4E39B4C9,GRS393503008,100.0,True
008D1DB09E52001D9A01,GRS434003000,537.0,True
008ECFB6D2E11AB60476,GRS393503008,50.0,True
008FC70295E0AF33FEC4,GRS003003035,2000.0,True
008FC70295E0AF33FEC4,GRS213213002,0.0,False
008FC70295E0AF33FEC4,GRS298343005,0.0,False
008FC70295E0AF33FEC4,GRS393503008,0.0,False
008FC70295E0AF33FEC4,GRS434003000,0.0,False
008FC70295E0AF33FEC4,GRS496003005,0.0,False
008FC70295E0AF33FEC4,GRS513003004,0.0,False
00912CAC4D081306A945,GRF000023009,1647.555,True
00971135C80E0B05F871,GRS003003035,0.0,False
009B99EFA8EBD7BE7E7C,GRS015003007,6.0,True
009BFD23EA7B0C1BFE95,BE0974303357,500.0,True
009BFD23EA7B0C1BFE95,CY0109232112,1038.0,True
009BFD23EA7B0C1BFE95,GRS003003035,1268.0,True
009BFD23EA7B0C1BFE95,GRS015003007,1330.0,True
009BFD23EA7B0C1BFE95,GRS087003000,1000.0,True
009BFD23EA7B0C1BFE95,GRS323003012,750.0,True
009CA35EE2B6F4917C36,GRF000037009,589.046,True
00A23AB2B308D3FFB189,GRC1451184D4,5.0,True
00A23AB2B308D3FFB189,GRC813119AD1,2.0,True
00A23AB2B308D3FFB189,GRC8161185B1,4.0,True
00A263F24D88B0B6018C,GRS003003035,0.0,False
00A81AF0E919436934D5,GRS260333000,27.0,True
00A81AF0E919436934D5,GRS298343005,24.0,True
00A81AF0E919436934D5,GRS403003007,2.0,True
00A8BE99F1B64F66CA98,GRF000037009,81.087,True
00A93CDDB66C46D25015,GRF000037009,0.0,False
00A98B13B0C50133B5B2,GRF000022001,0.4900000000000002,True
00AC9C3201CAA03E5CE8,GRS403003007,5.0,True
00B37E8DF5374D708A33,GRF000025004,6254.769,True
00B37E8DF5374D708A33,GRF000032000,3381.302,True
00B37E8DF5374D708A33,GRF000036001,360.0,True
00B661160D56B45489C9,GRC4261213D5,2.0,True
00B9476F2ADC2F8E294D,GRC419120AD7,11.0,True
00B9476F2ADC2F8E294D,GRC4261213D5,13.0,True
00B9676E5F946F9F7364,GRS003003035,260.0,True
00B9676E5F946F9F7364,GRS323003012,970.0,True
00B99F5DBADBA18F7637,GRS003003035,1000.0,True
00B99F5DBADBA18F7637,GRS014003032,0.0,False
00B99F5DBADBA18F7637,GRS015003007,1000.0,True
00BC179719A8769A813D,GRS494003007,0.0,False
00BF6E75C7F29D477D95,GRS246073001,0.0,False
00BF6E75C7F29D477D95,GRS298343005,0.0,False
00C1535F09F1168A72CA,GRS148003015,12.0,True
00C2BBB0763EB1630A12,GRC419120AD7,15.0,True
00C2BBB0763EB1630A12,GRC4261213D5,10.0,True
00C2DE371B2C998F68E8,GRS393503008,400.0,True
00C882AAE56555269995,GRS096003009,250.0,True
00C882AAE56555269995,GRS145003000,0.0,False
00C882AAE56555269995,GRS245213004,295.0,True
00C882AAE56555269995,GRS260333000,100.0,True
00C882AAE56555269995,GRS393503008,0.0,False
00C882AAE56555269995,GRS395363005,0.0,False
00C882AAE56555269995,GRS412503005,0.0,False
00C882AAE56555269995,GRS426003000,0.0,False
00C9F9FB6559137EB95C,GRS004013009,0.0,False
00CA0D084592657D0127,GRS003003035,38000.0,True
00CAD20DF6904FADFB9C,GRS240003012,177.0,True
00CD0A7260DC2AFB31D4,GRS004013009,191.0,True
00CFFDB9DC21DDDD0408,GRS260333000,262.0,True
00D4734DA2167F78A482,GRS260333000,0.0,False
00D7C33C919BA9474C02,GRS003003035,813.0,True
00D86DC39F71B450B38E,GRS144003001,120.0,True
00D86DC39F71B450B38E,GRS260333000,13.0,True
00DB1702AAD686BD5258,GRF000024007,0.0,False
00DB1702AAD686BD5258,GRF000045002,0.0,False
00DCB881F0D2572D4E2D,GRS003003035,0.0,False
00DCB881F0D2572D4E2D,GRS245213004,300.0,True
00DE3AF7500EFDDBF57A,GRS393503008,0.0,False
00DE3AF7500EFDDBF57A,GRS403003007,0.0,False
00E2BCDADA413E1695AB,GRC8161185B1,0.0,False
00E31B956D704621E0A3,GRF000037009,0.0,False
00E739F064439EDF553F,GRS434003000,16000.0,True
00E86326F59A1481FC74,GRS323003012,1.0,True
00EAAC1A540348B956C6,GRS279003008,0.0,False
00EAAC1A540348B956C6,GRS314003005,0.0,False
00EAAC1A540348B956C6,GRS343313003,0.0,False
00EAAC1A540348B956C6,GRS419003009,209.0,True
00EACFE08E276F6E5574,BE0974303357,380.0,True
00EACFE08E276F6E5574,GRC4261213D5,5.0,True
00EACFE08E276F6E5574,GRC5211214B5,5.0,True
00EACFE08E276F6E5574,GRS426003000,150.0,True
00EACFE08E276F6E5574,GRS475003018,0.0,False
00EACFE08E276F6E5574,GRS495003006,300.0,True
00ECB57F745207D11AB8,GRS015003007,0.0,False
00ECE569D99A346074C8,GRS265003004,0.0,False
00ECE569D99A346074C8,GRS419003009,0.0,False
00ECE569D99A346074C8,GRS434003000,0.0,False
00ECE569D99A346074C8,GRS518003009,0.0,False
00EF16CE4D5C769633AA,GRF000037009,0.0,False
00EFCCB773A34A32DA9C,GRF000037009,0.0,False
00F614AD312F91A60619,GRS003003035,0.0,False
00F614AD312F91A60619,GRS434003000,73.0,True
00F8F517C43C59898444,GRF000037009,1288.261,True
00F9A909A1193F897CB2,GRF000037009,511.325,True
00F9A909A1193F897CB2,LU0147414022,1.537,True
00F9A909A1193F897CB2,LU0165281881,2.701,True
01001FC34329F0632FD2,GRF000031002,0.0,False
0105066105029C99A57F,BE0974303357,4000.0,True
0105066105029C99A57F,GRS148003015,80.0,True
0105066105029C99A57F,GRS165063009,2000.0,True
0105066105029C99A57F,GRS260333000,200.0,True
0105066105029C99A57F,GRS310003009,2250.000000000225,True
0105066105029C99A57F,GRS319103008,1700.0,True
0105066105029C99A57F,GRS393503008,400.0,True
01073DE75A9718CAF22A,GRS191213008,109.0,True
01073DE75A9718CAF22A,GRS434003000,53.0,True
0107A68C7682BAFFDBD6,GRF000037009,0.0,False
01084921B87D17CE69DB,GRF000024007,1213.562,True
010851ABF652C718CCA4,GRS003003035,500.0,True
010851ABF652C718CCA4,GRS014003032,37.0,True
010851ABF652C718CCA4,GRS015003007,450.0,True
010851ABF652C718CCA4,GRS314003005,0.0,False
010851ABF652C718CCA4,GRS323003012,400.0,True
010851ABF652C718CCA4,GRS419003009,0.0,False
0109BB0E63F4A218BB57,GRS003003035,0.0,False
0109BB0E63F4A218BB57,GRS014003032,31.0,True
0109BB0E63F4A218BB57,GRS070003009,0.0,False
0109BB0E63F4A218BB57,GRS165063009,0.0,False
0109BB0E63F4A218BB57,GRS224003004,0.0,False
0109BB0E63F4A218BB57,GRS332073006,0.0,False
0109BB0E63F4A218BB57,GRS393503008,0.0,False
0109BB0E63F4A218BB57,GRS413313008,10.0,True
0109BB0E63F4A218BB57,GRS434003000,0.0,False
01161868F4C37D5AD952,GRS003003035,500.0,True
01161868F4C37D5AD952,GRS014003032,0.0,False
01161868F4C37D5AD952,GRS015003007,0.0,False
01161868F4C37D5AD952,GRS323003012,0.0,False
0121FCD2AC4A57F1518F,GRS260333000,55.0,True
0122DC07A11CCCF0F6F6,GRS074083007,0.0,False
0122DC07A11CCCF0F6F6,GRS074084005,0.0,False
0122DC07A11CCCF0F6F6,GRS260333000,0.0,False
0125B505098638FB6BF5,GRS003003035,100.0,True
01290CE20D18D1A9E98E,GRS015003007,60.0,True
0129CBBA20E263801CAC,GRS222213001,1050.0,True
0129CBBA20E263801CAC,GRS323003012,1900.0,True
0129CBBA20E263801CAC,GRS432003028,0.0,False
012E6B40FEAD8011BE9A,GRC4261213D5,2.0,True
0130A692FADC3AC195DB,GRC419120AD7,2.0,True
0130A692FADC3AC195DB,GRS282183003,0.0,False
0130A692FADC3AC195DB,GRS323003012,1100.0,True
0130A692FADC3AC195DB,GRS359353000,150.0,True
0139F9A0A169EA3FFE6B,GRF000031002,188.12,True
013D2348F4DBBF31476F,GRS260333000,0.0,False
013F449849C0325A2B62,GRS004013009,400.0,True
01413D14BEC069C20CCA,GRF000023009,173.217,True
0145FF31312559D9C55D,GRS323003012,7000.0,True
0147193F9D33F2372099,BE0974303357,0.0,False
0147193F9D33F2372099,GRS003003035,0.0,False
0147193F9D33F2372099,GRS015003007,1700.0,True
0147193F9D33F2372099,GRS191213008,0.0,False
0147193F9D33F2372099,GRS496003005,0.0,False
014873A797D8395FE54F,GRS014003032,0.0,False
0149804312DBC4F1A6F0,GRS003003035,300.0,True
0149804312DBC4F1A6F0,GRS014003032,62.0,True
0149804312DBC4F1A6F0,GRS015003007,900.0,True
0149804312DBC4F1A6F0,GRS434003000,1000.0,True
014D2ACFF2B1DDB410E6,GRF000023009,339.869,True
0150E62C0EEAFC624CE8,GRS003003035,0.0,False
0150E62C0EEAFC624CE8,GRS015003007,0.0,False
0151B13256F146E3F886,GRF000038007,0.0,False
01563ADF571193913AB0,GRF000038007,0.0,False
0157DED53CB5B691C2DC,GRF000022001,745.823,True
01585281F924E454ED3A,GRC4261213D5,5.0,True
01585281F924E454ED3A,GRF000029006,868.922,True
01674BE1C54BB1EED238,LU0167237543,2127.9997999999996,True
016B428B047037D1BF0D,GRC1451184D4,0.0,False
016B428B047037D1BF0D,GRC4261213D5,7.0,True
016B428B047037D1BF0D,GRC4951193D4,0.0,False
016B428B047037D1BF0D,GRS003003035,0.0,False
016B428B047037D1BF0D,GRS015003007,0.0,False
016B428B047037D1BF0D,GRS260333000,500.0,True
016B428B047037D1BF0D,GRS393503008,750.0,True
016B428B047037D1BF0D,GRS434003000,543.0,True
01767AE7409B7249D322,GRC419120AD7,6.0,True
01767AE7409B7249D322,GRC4261213D5,3.0,True
01767AE7409B7249D322,GRC5211214B5,2.0,True
01767AE7409B7249D322,GRS434003000,73.0,True
017B061E93CDB830E9DE,GRS014003032,1000.0,True
017B061E93CDB830E9DE,GRS015003007,5000.0,True
017B061E93CDB830E9DE,GRS145003000,0.0,False
017B061E93CDB830E9DE,GRS245213004,0.0,False
017B061E93CDB830E9DE,GRS393503008,0.0,False
017B061E93CDB830E9DE,GRS419003009,0.0,False
017B061E93CDB830E9DE,GRS426003000,0.0,False
017B061E93CDB830E9DE,GRS495003006,1000.0,True
017B3233D02BD4289928,GRC419120AD7,6.0,True
017B3233D02BD4289928,GRC4261213D5,3.0,True
017B3233D02BD4289928,GRC5211214B5,2.0,True
017B4C60E3DE9D9986CF,GRS260333000,2000.0,True
017B4C60E3DE9D9986CF,GRS434003000,2000.0,True
017B4C60E3DE9D9986CF,GRS495003006,500.0,True
017EC516759322675DB0,GRS298343005,0.0,False
017FC207446AE2137505,GRF000038007,1324.108,True
0181162B40DEB4D7C284,GRS003003035,0.0,False
0181162B40DEB4D7C284,GRS314003005,0.0,False
0185708AEDF77BA66312,GRS260333000,0.0,False
0187C716784716D1F99B,GRS260333000,0.0,False
0187C716784716D1F99B,GRS344003009,0.0,False
0188DF4D86917792F67D,BE0974271034,200.0,True
0188DF4D86917792F67D,GRS260333000,5.0,True
018B982B3FDE32B69856,GRS003003035,604.0,True
018C70C1A7F9BC30626B,GRS014003032,25.0,True
019301ADB74D820F28DA,GRS003003035,1666.0,True
0193104981145A500A26,GRS003003035,100.0,True
019620C510B057457CAE,GRS015003007,150.0,True
0199273B827B868B4110,GRF000031002,0.0,False
019A40A46F5931127BF1,GRS003003035,3000.0,True
019A40A46F5931127BF1,GRS014003032,187.0,True
019A40A46F5931127BF1,GRS426003000,1500.0,True
019A40A46F5931127BF1,GRS495003006,2000.0,True
019CF58106DC9ECA2D52,GRS014003032,312.0,True
019CF58106DC9ECA2D52,GRS015003007,2000.0,True
019CF58106DC9ECA2D52,GRS191213008,0.0,False
019D0A62D0BBAEBECB66,GRS003003035,1000.0,True
019D0A62D0BBAEBECB66,GRS014003032,437.0,True
019D0A62D0BBAEBECB66,GRS015003007,2500.0,True
019E8C01445F004822EB,GRS260333000,48.0,True
019F35825CA7D260B9A2,GRF000022001,0.0,False
01A05874D938B075450B,GRF000037009,0.0,False
01A4D04718CA3A597AF2,GRS014003032,5000.0,True
01A4D04718CA3A597AF2,GRS015003007,0.0,False
01A4D04718CA3A597AF2,GRS087003000,9714.0,True
01A4D04718CA3A597AF2,GRS095003000,0.0,False
01A4D04718CA3A597AF2,GRS165063009,4010.0,True
01A4D04718CA3A597AF2,GRS213213002,5000.0,True
01A4D04718CA3A597AF2,GRS289103004,0.0,False
01A4D04718CA3A597AF2,GRS314003005,40000.0,True
01A4D04718CA3A597AF2,GRS374003002,0.0,False
01A4D04718CA3A597AF2,GRS432003028,5000.0,True
01A55E2190D44FFE614D,GRF000029006,1302.196,True
01A79B5E6F4D630587BF,GRF000038007,2882.892,True
01AAA586981F95B2D6F1,GRS298343005,0.0,False
01ADF8D0986A552D382B,GRS003003035,50.0,True
01ADF8D0986A552D382B,GRS015003007,850.0,True
01AF623A666D08C64E21,GRF000037009,0.0,False
01AF623A666D08C64E21,GRF000038007,0.0,False
01B73BEA18C00126F929,GRF000037009,400.0,True
01B73BEA18C00126F929,GRF000038007,311.68,True
01B840E16EA0172F9735,GRS003003035,0.0,False
01B840E16EA0172F9735,GRS014003032,0.0,False
01B840E16EA0172F9735,GRS015003007,0.0,False
01B840E16EA0172F9735,GRS323003012,0.0,False
01BB9FCC409CC7E3F10B,GRS249003005,151.0,True
01BFBB0AE4E1C188B4F5,GRS003003035,0.0,False
01C2039C40ABEA0C3A11,GRS087003000,29.0,True
01C3AB176F8ABB8F62CC,GRC813119AD1,1.0,True
01C3AB176F8ABB8F62CC,GRF000036001,0.0,False
01C3AB176F8ABB8F62CC,GRS003003035,0.0,False
01C3AB176F8ABB8F62CC,GRS015003007,500.0,True
01C3AB176F8ABB8F62CC,GRS260333000,350.0,True
01C3AB176F8ABB8F62CC,LU0033040782,1.097,True
01C3AB176F8ABB8F62CC,LU0278453476,480.31,True
01C3BE30B96DF0A4C528,GRS260333000,0.0,False
01C61B6631D8483F167F,GRS015003007,0.0,False
01C61B6631D8483F167F,GRS145003000,0.0,False
01C61B6631D8483F167F,GRS316003003,0.0,False
01C61B6631D8483F167F,GRS332073006,0.0,False
01C61B6631D8483F167F,GRS343313003,0.0,False
01CA0E6D0D951082B9B5,GRF000031002,247.341,True
01CC21F7FBED82FC1CF1,GRS323003012,0.0,False
01CD13586EE31FB2C8F8,GRC4261213D5,2.0,True
01CE1DB03393D8DBCB9D,GRS070003009,510.0,True
01CE1DB03393D8DBCB9D,GRS346003007,4000.0,True
01CF4CBADAD52FC3436E,GRS392193009,800.0,True
01D67A6A7724479B0D9E,100974271034,0.0,False
01D67A6A7724479B0D9E,GRS001003037,50.0,True
01D67A6A7724479B0D9E,GRS004013009,0.0,False
01D67A6A7724479B0D9E,GRS014003032,0.0,False
01D67A6A7724479B0D9E,GRS015003007,0.0,False
01D67A6A7724479B0D9E,GRS144003001,650.0,True
01D67A6A7724479B0D9E,GRS191213008,0.0,False
01D67A6A7724479B0D9E,GRS245213004,0.0,False
01D67A6A7724479B0D9E,GRS294003009,85.0,True
01D67A6A7724479B0D9E,GRS298343005,0.0,False
01D67A6A7724479B0D9E,GRS337003008,0.0,False
01D67A6A7724479B0D9E,GRS343313003,0.0,False
01D67A6A7724479B0D9E,GRS372003004,0.0,False
01D67A6A7724479B0D9E,GRS393503008,100.0,True
01D67A6A7724479B0D9E,GRS448003004,0.0,False
01D67A6A7724479B0D9E,GRS449003003,4000.0,True
01D832943FE495A18E94,GRS003003035,4.0,True
01D96E58404C72A1AD21,GRC4261213D5,2.0,True
01DA0B5328330B5C884B,GRC4261213D5,14.0,True
01DF07E9AC2CE3909DD8,GRS003003035,0.0,False
01DFE854A47B351DAC7F,GRS260333000,0.0,False
01E3E6BDC05DFA4B5049,GRS260333000,0.0,False
01E3EF6E04E86D3D6837,GRS298343005,0.0,False
01E59661EAA9017845F7,GRF000031002,0.0,False
01E59661EAA9017845F7,GRF000038007,-2.2737367544323206e-13,False
01E9F21B0A395A0DFAB7,GRS003003035,500.0,True
01EC24C39B097C41A18B,GRS518003009,1000.0,True
01ECADA2BDDAB8A18E8D,GRS014003032,4.0,True
01ECADA2BDDAB8A18E8D,GRS015003007,0.0,False
01ECADA2BDDAB8A18E8D,GRS495003006,0.0,False
01ED99E3E44EB73EDBBC,GRS260333000,0.0,False
01F8242C4C778195179B,GRF000038007,0.0,False
01F890493F227CE8574E,GRS003003035,0.0,False
01FAEA8B59EA37770CD4,GRS298343005,0.0,False
01FB544F93D7CAF80863,GRS003003035,974.0,True
01FB544F93D7CAF80863,GRS015003007,145.0,True
01FC38AD9AB473949028,GRS003003035,0.0,False
01FC38AD9AB473949028,GRS014003032,0.0,False
01FC38AD9AB473949028,GRS015003007,0.0,False
01FC7DF82635F7FAF521,GRF000038007,0.0,False
01FD968E394FE484E2A1,GRS087103008,0.0,False
01FD968E394FE484E2A1,GRS281101006,0.0,False
01FD968E394FE484E2A1,GRS319103008,0.0,False
01FD968E394FE484E2A1,GRS329503007,475.0,True
01FD968E394FE484E2A1,GRS373173004,0.0,False
01FD968E394FE484E2A1,GRS393503008,0.0,False
0200830AFAB5CA4E8DBA,GRS003003035,0.0,False
02019E6CC1902D0A7034,GRC4261213D5,8.0,True
0202ADDF5875DB8180C7,GRF000037009,412.661,True
020304037E6666E78131,GRF000022001,0.0,False
020304037E6666E78131,GRF000024007,0.0,False
0203622547FA6B4235DD,GRS015003007,0.0,False
0203622547FA6B4235DD,GRS145003000,0.0,False
0203622547FA6B4235DD,GRS320313000,0.0,False
0203622547FA6B4235DD,GRS496003005,0.0,False
0203EEA665B7551B200C,GRF000024007,8620.068000000001,True
0203EEA665B7551B200C,GRF000031002,5501.417,True
0204961972F6311C6E1A,GRS124153008,39.0,True
0206631F4500D7D680AD,GRF000093002,2790.868,True
020A1236C9D1DB01A20B,GRS518003009,0.0,False
020ACD71778D76085CA3,GRF000037009,0.0,False
021093F6EAD92A027F65,GRF000038007,0.0,False
021162AE0E924D78E12C,GRS015003007,8.0,True
02123544F0808C5140E5,GRF000030004,0.0,False
02155A318A1395F51A73,GRS003003035,0.0,False
0215E336F826781CD7C4,GRS260333000,0.0,False
021686AB5F2CA2C0884A,GRF000023009,0.0,False
021B3964569EF416B5FC,GRF000037009,0.0,False
0220DD52D90C85E2B28B,GRF000031002,727.235,True
0220DD52D90C85E2B28B,GRF000037009,3071.441,True
022225421DEAF9F45E61,GRC4261213D5,1.0,True
0223D7C6F3AC72E7618D,GRS426003000,100.0,True
0224BE6B1B896C06F39A,GRS015003007,3000.0,True
0224BE6B1B896C06F39A,GRS395363005,600.0,True
0224BE6B1B896C06F39A,GRS495003006,50.0,True
0226A77C648B2CEC01AA,GRS014003032,1500.0,True
0226A77C648B2CEC01AA,GRS368313003,500.0,True
0226A77C648B2CEC01AA,GRS472003011,1000.0,True
0226A77C648B2CEC01AA,GRS475003018,1500.0,True
0229139B93CD9C693192,GRS373173004,0.0,False
022BFC902A3B674C51DB,GRF000023009,-4.263256414560601e-14,False
022BFC902A3B674C51DB,GRF000037009,0.0,False
022FD191E300271F1A63,GRS419003009,0.0,False
0232E38EACFF43DB2F1D,GRS015003007,0.0,False
0232E38EACFF43DB2F1D,GRS403003007,0.0,False
0234046FA003529A33EA,GRF000037009,0.0,False
0234046FA003529A33EA,GRF000038007,0.0,False
